atr14,catalyst_score,close,company,entry_score,fundamental_score,industry,market_cap,pivot,rank,rr_ratio,rr_score,rs_rank,sector,stop_pct,t_count,target_pct,ticker,total_score,trend_score,tt_checks,tt_score,vcp,vcp_grade,vcp_score_raw
"1.21","80","24.2","QXO, Inc.","27","30","Industrial Distribution","17145986048","27.61","140","4.1","100","50","Industrials","8","4","32.78","QXO","56.5","72","[object Object]","9","[object Object]","D","37"
"3.79","45","200.99","Simon Property Group, Inc.","53","70","REIT - Retail","75810045952","203.6","141","0.1","0","50","Real Estate","3.77","4","0.38","SPG","56.4","72","[object Object]","9","[object Object]","C","47"
"7.77","65","237.04","Tenet Healthcare Corporation","44","65","Medical Care Facilities","20832260096","240.83","142","1.28","0","50","Healthcare","6.55","4","8.42","THC","56.4","72","[object Object]","9","[object Object]","D","32"
"5.61","60","262.81","Westinghouse Air Brake Technolo","44","40","Railroads","44929257472","266.27","143","2.14","70","50","Industrials","4.27","4","9.14","WAB","56.4","72","[object Object]","9","[object Object]","D","32"
"4.95","75","55.22","Solaris Energy Infrastructure, ","33","40","Oil & Gas Equipment & Services","3963776000","61.36","144","2.51","70","50","Energy","8","4","20.07","SEI","56.4","72","[object Object]","9","[object Object]","C","47"
"14.94","50","535.1","United Therapeutics Corporation","55","65","Drug Manufacturers - Specialty & Generic","24200572928","537.19","145","0.57","0","50","Healthcare","5.58","4","3.17","UTHR","56.3","72","[object Object]","9","[object Object]","C","50"
"0.89","60","27.54","Heritage Financial Corporation","31","50","Banks - Regional","935354816","28.98","146","2.16","70","50","Financial Services","6.48","4","14.02","HFWA","56.3","72","[object Object]","9","[object Object]","D","35"
"0.67","65","24.41","Old National Bancorp","33","45","Banks - Regional","9538768896","26.17","147","2.32","70","50","Financial Services","5.52","4","12.82","ONB","56.2","72","[object Object]","9","[object Object]","C","47"
"4.77","55","160.02","ATI Inc.","32","40","Metal Fabrication","22055897088","164.26","148","3","100","50","Industrials","5.96","3","17.89","ATI","56.2","72","[object Object]","9","[object Object]","D","37"
"1.78","65","60.21","First Bancorp","29","60","Banks - Regional","2496681472","62.64","149","1.69","40","50","Financial Services","5.93","4","10.03","FBNC","56.1","72","[object Object]","9","[object Object]","D","32"
"0.72","30","26.86","OUTFRONT Media Inc.","44","45","REIT - Specialty","4491920384","27.04","150","3","100","50","Real Estate","5.34","4","16.03","OUT","56.1","72","[object Object]","9","[object Object]","D","32"
"3.51","55","117.06","AAR Corp.","44","30","Aerospace & Defense","4632357888","119.24","151","3","100","50","Industrials","5.99","4","17.97","AIR","56.1","72","[object Object]","9","[object Object]","D","32"
"6.49","65","152.64","Amphenol Corporation","24","80","Electronic Components","187627372544","167.04","152","1.38","0","50","Technology","8","4","11.01","APH","56.1","72","[object Object]","9","[object Object]","D","32"
"1.42","50","28.37","Liberty Energy Inc.","47","30","Oil & Gas Equipment & Services","4597401600","28.65","153","3","100","50","Energy","8","3","24","LBRT","56","72","[object Object]","9","[object Object]","D","37"
"1.49","70","53.09","Darling Ingredients Inc.","47","30","Packaged Foods","8398098944","53.17","154","2.95","70","50","Consumer Defensive","5.6","4","16.49","DAR","56","72","[object Object]","9","[object Object]","D","37"
"5.38","75","170.05","Matson, Inc.","41","20","Marine Shipping","5405723136","177.51","155","3.99","100","50","Industrials","6.33","4","25.26","MATX","56","72","[object Object]","9","[object Object]","C","52"
"4.42","45","154.79","Dollar General Corporation","44","35","Discount Stores","34072197120","156.53","156","3","100","50","Consumer Defensive","5.7","4","17.11","DG","55.9","72","[object Object]","9","[object Object]","D","32"
"0.5","55","12.92","NewtekOne, Inc.","24","45","Banks - Regional","373223872","14.91","157","4.06","100","50","Financial Services","7.78","4","31.58","NEWT","55.9","72","[object Object]","9","[object Object]","D","32"
"2.52","45","61.19","Academy Sports and Outdoors, In","53","40","Specialty Retail","4080228608","61.95","158","3","70","50","Consumer Cyclical","8","4","24","ASO","55.9","72","[object Object]","9","[object Object]","C","47"
"2.01","45","39.31","PACS Group, Inc.","36","65","Medical Care Facilities","6156541440","42.09","159","1.55","40","50","Healthcare","8","4","12.44","PACS","55.8","72","[object Object]","9","[object Object]","C","52"
"3.96","45","56.18","Gold.com, Inc.","46","45","Capital Markets","1580761344","60.6","160","2.35","70","50","Financial Services","8","2","18.81","GOLD","55.8","72","[object Object]","9","[object Object]","B","69"
"2","50","58","Cactus, Inc. Class A Common Sto","40","35","Oil & Gas Equipment & Services","3992727552","59.22","161","3","100","50","Energy","6.91","4","20.72","WHD","55.8","72","[object Object]","9","[object Object]","C","50"
"2.22","80","29.61","Beam Therapeutics Inc.","36","20","Biotechnology","3004673280","34.2","162","8.61","100","50","Healthcare","8","4","68.86","BEAM","55.8","72","[object Object]","9","[object Object]","C","52"
"5.44","35","311.85","Norfolk Southern Corporation","38","45","Railroads","70032793600","319.94","163","3","100","50","Industrials","3.49","4","10.47","NSC","55.7","72","[object Object]","9","[object Object]","C","47"
"0.95","35","34.49","Trinity Industries, Inc.","38","45","Railroads","2788080640","35.62","164","3","100","50","Industrials","5.49","4","16.46","TRN","55.7","72","[object Object]","9","[object Object]","C","47"
"14.54","45","527.9","Hubbell Inc","68","55","Electrical Equipment & Parts","28064010240","533.8","165","0.17","0","50","Industrials","5.51","4","0.94","HUBB","55.7","72","[object Object]","9","[object Object]","C","47"
"1.05","65","37.1","Orrstown Financial Services, In","24","50","Banks - Regional","723717376","40.41","166","2.13","70","50","Financial Services","5.68","4","12.13","ORRF","55.6","72","[object Object]","9","[object Object]","D","32"
"1.74","65","63.06","Citizens Financial Group, Inc.","24","50","Banks - Regional","27083401216","68.79","167","2.77","70","50","Financial Services","5.52","4","15.29","CFG","55.6","72","[object Object]","9","[object Object]","D","32"
"0.87","80","14.36","Cullinan Therapeutics, Inc.","47","10","Biotechnology","848335104","14.56","168","14.16","100","50","Healthcare","8","4","113.28","CGEM","55.5","72","[object Object]","9","[object Object]","D","37"
"14.56","50","338.51","Advanced Energy Industries, Inc","32","40","Electrical Equipment & Parts","12779088896","347.28","169","3","100","50","Industrials","8","2","24","AEIS","55.5","72","[object Object]","9","[object Object]","D","37"
"2","50","66.13","TechnipFMC plc","44","30","Oil & Gas Equipment & Services","27180519424","66.41","170","3","100","50","Energy","6.05","4","18.15","FTI","55.4","72","[object Object]","9","[object Object]","D","32"
"0.97","45","29.59","Envista Holdings Corporation","29","45","Medical Instruments & Supplies","4865372672","30.42","171","3","100","50","Healthcare","6.58","4","19.74","NVST","55.4","72","[object Object]","9","[object Object]","D","32"
"6.54","60","290.83","Nordson Corporation","29","60","Specialty Industrial Machinery","16235152384","305.28","172","1.73","40","50","Industrials","4.5","4","7.76","NDSN","55.4","72","[object Object]","9","[object Object]","D","32"
"1.7","50","64.81","Baker Hughes Company","44","30","Oil & Gas Equipment & Services","64047603712","65.48","173","3","100","50","Energy","5.23","4","15.7","BKR","55.4","72","[object Object]","9","[object Object]","D","32"
"1.9","75","32.86","Ameresco, Inc.","38","20","Engineering & Construction","1734924416","34.57","174","4.05","100","50","Industrials","8","4","32.38","AMRC","55.4","72","[object Object]","9","[object Object]","C","47"
"63.29","60","1546.68","KLA Corporation","24","80","Semiconductor Equipment & Materials","203221909504","1691.15","175","0.97","0","50","Technology","8","4","7.76","KLAC","55.4","72","[object Object]","9","[object Object]","D","32"
"9.07","60","344.72","Heico Corporation","29","60","Aerospace & Defense","48057249792","361.69","176","1.59","40","50","Industrials","5.26","4","8.36","HEI","55.4","72","[object Object]","9","[object Object]","D","32"
"30.33","30","549","Powell Industries, Inc.","27","55","Electrical Equipment & Parts","6666113536","603.69","177","3","100","50","Industrials","8","2","24","POWL","55.2","72","[object Object]","9","[object Object]","D","37"
"1.96","50","30.41","Teradata Corporation","27","55","Software - Infrastructure","2873744896","41.78","178","2.19","70","50","Technology","8","4","17.49","TDC","55.2","72","[object Object]","9","[object Object]","D","37"
"0.45","65","18.17","First","40","35","Banks - Regional","1885427968","18.95","179","2.42","70","50","Financial Services","4.91","4","11.91","FCF","55.1","72","[object Object]","9","[object Object]","C","50"
"1.23","45","43.04","Origin Bancorp, Inc.","24","60","Banks - Regional","1333040128","45.86","180","2.1","70","50","Financial Services","5.71","4","11.99","OBK","55.1","72","[object Object]","9","[object Object]","D","32"
"0.88","80","14.37","Amylyx Pharmaceuticals, Inc.","45","10","Drug Manufacturers - Specialty & Generic","1578107136","17.49","181","6.35","100","50","Healthcare","8","4","50.78","AMLX","55.1","72","[object Object]","9","[object Object]","B","67"
"1.55","80","17.92","TeraWulf Inc.","32","20","Capital Markets","7502779392","18.51","182","3.93","100","50","Financial Services","8","4","31.46","WULF","55","72","[object Object]","9","[object Object]","D","37"
"0.22","30","13.97","Ventyx Biosciences, Inc.","82","10","Biotechnology","1002349504","13.98","183","3","100","50","Healthcare","3.09","2","9.27","VTYX","55","72","[object Object]","9","[object Object]","A","95"
"1.32","40","33.32","Guardian Pharmacy Services, Inc","62","60","Medical Care Facilities","2109860992","34.98","184","0.64","0","50","Healthcare","7.94","4","5.04","GRDN","55","72","[object Object]","9","[object Object]","B","62"
"1.21","45","30.67","Centuri Holdings, Inc.","27","45","Utilities - Regulated Gas","3054099712","32.38","185","3","100","50","Utilities","7.9","4","23.69","CTRI","55","72","[object Object]","9","[object Object]","D","37"
"1.85","70","29.61","Tactile Systems Technology, Inc","27","30","Medical Devices","664416640","37.77","186","3.54","100","50","Healthcare","8","4","28.34","TCMD","55","72","[object Object]","9","[object Object]","D","37"
"12.71","65","255.91","MKS Inc.","48","40","Scientific & Technical Instruments","17189339136","269.91","187","1.79","40","50","Technology","8","2","14.3","MKSI","54.9","72","[object Object]","9","[object Object]","B","72"
"8.9","50","382.59","FedEx Corporation","29","40","Integrated Freight & Logistics","90274193408","391.65","188","3","100","50","Industrials","4.65","4","13.96","FDX","54.9","72","[object Object]","9","[object Object]","D","32"
"8.36","45","209.22","Williams-Sonoma, Inc.","33","40","Specialty Retail","24976832512","222","189","3","100","50","Consumer Cyclical","7.99","4","23.97","WSM","54.9","72","[object Object]","9","[object Object]","C","47"
"0.34","60","11.82","Hope Bancorp, Inc.","33","55","Banks - Regional","1515343488","12.65","190","1.9","40","50","Financial Services","5.82","4","11.04","HOPE","54.9","72","[object Object]","9","[object Object]","C","47"
"10.81","65","307.46","Burlington Stores, Inc.","33","40","Apparel Retail","19347537920","332.2","191","2.04","70","50","Consumer Cyclical","7.03","4","14.32","BURL","54.9","72","[object Object]","9","[object Object]","C","47"
"2.78","35","182.06","Atmos Energy Corporation","46","35","Utilities - Regulated Gas","30119813120","182.69","192","3","100","50","Utilities","3.06","4","9.17","ATO","54.8","72","[object Object]","9","[object Object]","D","35"
"0.48","35","207.3","Chart Industries, Inc.","77","10","Specialty Industrial Machinery","9318747136","208.24","193","3","100","50","Industrials","0.46","4","1.38","GTLS","54.8","72","[object Object]","9","[object Object]","A","87"
"20.01","45","353.33","Ciena Corporation","32","40","Communication Equipment","49983279104","365.9","194","3","100","50","Technology","8","2","24","CIEN","54.7","72","[object Object]","9","[object Object]","D","37"
"5.06","50","156.92","Tapestry, Inc.","47","65","Luxury Goods","32113639424","158.28","195","0.27","0","50","Consumer Cyclical","6.45","4","1.76","TPR","54.7","72","[object Object]","9","[object Object]","D","37"
"4.16","30","53.85","Frequency Electronics, Inc.","49","35","Communication Equipment","526526272","54.78","196","3","100","50","Technology","8","3","24","FEIM","54.6","72","[object Object]","9","[object Object]","C","40"
"1.44","30","38.74","CNX Resources Corporation","24","55","Oil & Gas E&P","5516679168","42.13","197","3","100","50","Energy","7.45","4","22.36","CNX","54.6","72","[object Object]","9","[object Object]","D","32"
"2.9","55","85.48","Griffon Corporation","24","40","Building Products & Equipment","3981587712","97.58","198","4.94","100","50","Industrials","6.79","4","33.53","GFF","54.6","72","[object Object]","9","[object Object]","D","32"
"5.47","75","112.87","United Airlines Holdings, Inc.","24","40","Airlines","36540305408","119.21","199","2.85","70","50","Industrials","8","4","22.8","UAL","54.6","72","[object Object]","9","[object Object]","D","32"
"15.34","45","174.77","Bloom Energy Corporation","44","30","Electrical Equipment & Parts","49031413760","180.9","200","3","100","50","Industrials","8","2","24","BE","54.6","72","[object Object]","9","[object Object]","C","57"
"8.24","50","198.49","XPO, Inc.","27","40","Trucking","23299602432","212.71","201","3","100","50","Industrials","8","4","24","XPO","54.5","72","[object Object]","9","[object Object]","D","37"
"2.83","50","122.46","Merck & Company, Inc.","29","45","Drug Manufacturers - General","305878532096","125.14","202","0.73","0","95.5","Healthcare","4.62","4","3.36","MRK","54.5","100","[object Object]","10","[object Object]","D","32"
"9.83","60","360.8","Analog Devices, Inc.","44","60","Semiconductors","176667197440","363.2","203","1.1","0","50","Technology","5.45","4","5.98","ADI","54.4","72","[object Object]","9","[object Object]","D","32"
